








Frequency of observations in the selected location(s).:
Number of taxa: 	558

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	3842.0	3066.0	2902.0	3937.0	2898.0	2494.0	3235.0	1824.0	2048.0	2219.0	2354.0	3692.0	3319.0	3708.0	4226.0	4759.0	4184.0	4400.0	4575.0	5408.0	3138.0	2807.0	2738.0	3376.0	2340.0	2128.0	2007.0	2947.0	2170.0	2156.0	2483.0	3544.0	2611.0	2411.0	2531.0	3251.0	2552.0	2768.0	2617.0	3514.0	2483.0	2428.0	2393.0	2744.0	3642.0	2718.0	2601.0	3828.0	

Trumpeter Swan (<em class="sci">Cygnus buccinator</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.101281781886951E-4	9.560229445506692E-4	4.5454545454545455E-4	2.185792349726776E-4	1.849112426035503E-4	3.1867431485022306E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	4.1476565740356696E-4	3.951007506914263E-4	6.151953245155337E-4	7.836990595611285E-4	7.22543352601156E-4	0.0011463507833397019	0.0042686397268070575	0.0016109544905356424	0.004530477759472817	4.178854993731718E-4	0.0	0.0	0.0	0.0	0.0	
Tundra Swan (<em class="sci">Cygnus columbianus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0016992353440951572	2.7085590465872155E-4	0.0015	5.393743257820927E-4	9.46521533364884E-4	4.202563563773902E-4	0.0	0.0011363636363636363	2.185792349726776E-4	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	3.951007506914263E-4	0.0015379883112888342	7.836990595611285E-4	3.61271676300578E-4	0.0019105846388995033	0.001707455890722823	0.0024164317358034634	0.0037067545304777594	0.0025073129962390303	0.004008746355685131	0.0	0.0	0.0	0.0015	
Trumpeter/Tundra Swan (<em class="sci">Cygnus buccinator/columbianus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Whooper Swan (<em class="sci">Cygnus cygnus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	5.924170616113745E-4	0.0	4.6992481203007516E-4	0.0014947683109118087	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swan sp. (<em class="sci">Cygnus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0759766225776686E-4	0.0	0.0	0.0	0.0	4.027386226339106E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Shelduck (<em class="sci">Tadorna ferruginea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7085590465872155E-4	3.0129557095510696E-4	0.0010787486515641855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.295313148071339E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	8.237232289950577E-4	8.357709987463436E-4	0.0015	2.745744096650192E-4	3.679175864606328E-4	0.0	0.0	
Common Shelduck (<em class="sci">Tadorna tadorna</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.821670428893905E-4	3.8299502106472615E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Duck (<em class="sci">Aix sponsa</em>)	0.0039042165538781884	0.00228310502283105	0.003790489317711923	0.001778003556007112	3.450655624568668E-4	0.002004811547714515	0.0015455950540958269	0.0043859649122807015	0.00390625	0.006309148264984227	0.016142735768903994	0.030335861321776816	0.06990057246158482	0.10787486515641856	0.1497870326549929	0.13448203404076486	0.12691204588910135	0.10909090909090909	0.10032786885245902	0.08616863905325443	0.07839388145315487	0.0773067331670823	0.07195032870708547	0.07316350710900474	0.07948717948717948	0.09445488721804511	0.08769307424015944	0.09704784526637258	0.10276497695852535	0.11920222634508348	0.13451469995972615	0.13572234762979685	0.1348142474147836	0.16756532559104106	0.13196365073093638	0.1436481082743771	0.11089341692789968	0.08995664739884393	0.09247229652273596	0.05919180421172453	0.02778896496173983	0.01688632619439868	0.004178854993731718	0.002551020408163265	0.003844041735310269	0.004782928623988227	0.0034602076124567475	0.0036572622779519333	
Mandarin Duck (<em class="sci">Aix galericulata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.491488193300384E-4	0.0	0.0	0.0	
Gadwall (<em class="sci">Anas strepera</em>)	0.0026028110359187923	0.003587736464448793	0.003790489317711923	0.00254000508001016	6.901311249137336E-4	0.00400962309542903	0.0021638330757341576	0.0021929824561403508	0.00341796875	0.010815682739972961	0.014018691588785047	0.022210184182015168	0.03826453751129858	0.05339805825242718	0.0608140085186938	0.07438537507879807	0.06978967495219886	0.06295454545454546	0.05901639344262295	0.06582840236686391	0.058636073932441045	0.05130032062700392	0.036523009495982466	0.0346563981042654	0.027777777777777776	0.030545112781954886	0.025411061285500747	0.02680692229385816	0.02488479262672811	0.016233766233766232	0.037857430527587596	0.039503386004514675	0.03600153198008426	0.04852758191621734	0.0450414855788226	0.05813595816671793	0.054075235109717866	0.05238439306358381	0.0596102407336645	0.05463858850313034	0.04269029399919452	0.03377265238879736	0.025073129962390306	0.018221574344023325	0.02086765513454146	0.006254598969830758	0.00461361014994233	0.007575757575757576	
