








Frequency of observations in the selected location(s).:
Number of taxa: 	697

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	3569.0	2127.0	1993.0	2352.0	1674.0	1592.0	1801.0	1672.0	1793.0	1761.0	1844.0	2417.0	1893.0	2017.0	2087.0	2548.0	2361.0	2238.0	2048.0	2705.0	1713.0	1610.0	1598.0	2173.0	1917.0	1672.0	1787.0	2537.0	1713.0	1709.0	1849.0	2472.0	1894.0	1829.0	1630.0	2016.0	1605.0	1768.0	1827.0	2032.0	1240.0	1181.0	1167.0	1457.0	1115.0	1023.0	1030.0	2227.0	

Swan Goose (Domestic type) x Canada Goose (hybrid) (<em class="sci">Anser cygnoides (Domestic type) x Branta canadensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.678591709256105E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greylag Goose x Canada Goose (hybrid) (<em class="sci">Anser anser x Branta canadensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greylag Goose (Domestic type) x Canada Goose (hybrid) (<em class="sci">Anser anser (Domestic type) x Branta canadensis</em>)	0.0016811431773606051	0.0028208744710860366	5.017561465127947E-4	8.503401360544217E-4	5.973715651135006E-4	0.002512562814070352	0.001110494169905608	0.0029904306220095694	0.0016731734523145567	0.0028392958546280523	0.0032537960954446853	4.137360364087712E-4	0.0021130480718436345	4.957858205255329E-4	4.791566842357451E-4	0.0011773940345368916	0.0015	0.0	0.00146484375	0.0011090573012939	0.0017513134851138354	0.0	6.257822277847309E-4	0.0015	0.0015	0.0011961722488038277	0.002238388360380526	7.883326763894363E-4	5.837711617046118E-4	0.0017554125219426564	0.0	0.0028317152103559872	0.004223864836325237	0.002733734281027884	0.003067484662576687	0.003472222222222222	0.005607476635514018	0.003393665158371041	0.0021893814997263274	0.0024606299212598425	0.0024193548387096775	0.002540220152413209	0.002570694087403599	0.002059025394646534	0.0017937219730941704	9.775171065493646E-4	0.003883495145631068	0.002694207453973956	
Barnacle x Canada Goose (hybrid) (<em class="sci">Branta leucopsis x canadensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.980861244019139E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.230529595015577E-4	0.0	0.0	4.921259842519685E-4	8.064516129032258E-4	8.46740050804403E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Hawaiian Goose (<em class="sci">Branta sandvicensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.408328826392645E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-breasted Goose (<em class="sci">Branta ruficollis</em>)	0.0014009526478005044	0.0028208744710860366	5.017561465127947E-4	0.0021258503401360546	0.004181600955794504	6.28140703517588E-4	5.55247084952804E-4	0.0017942583732057417	0.0015	0.0017035775127768314	0.0	0.0012412081092263137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.230529595015577E-4	0.0015	5.473453749315818E-4	4.921259842519685E-4	0.0016129032258064516	0.001693480101608806	8.56898029134533E-4	6.863417982155113E-4	0.0015	0.002932551319648094	0.001941747572815534	0.002694207453973956	
goose sp. (<em class="sci">Anser/Chen/Branta sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.678591709256105E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9416633819471815E-4	0.0	0.0	0.0	8.090614886731392E-4	5.279831045406547E-4	0.0010934937124111536	0.0015	0.0	0.0	0.0011312217194570137	0.0	4.921259842519685E-4	0.0015	0.0	0.0	0.0	0.0	9.775171065493646E-4	0.0	8.98069151324652E-4	
Mute Swan (<em class="sci">Cygnus olor</em>)	0.18576632109834687	0.2073342736248237	0.20572002007024587	0.20280612244897958	0.1929510155316607	0.2198492462311558	0.2076624097723487	0.2278708133971292	0.23647518126045733	0.24304372515616127	0.22613882863340565	0.21141911460488208	0.21817221341785525	0.20624690133862172	0.20555821753713463	0.2044740973312402	0.18975010588733587	0.17873100983020554	0.197265625	0.1789279112754159	0.18680677174547577	0.18074534161490682	0.1677096370463079	0.18407731247123793	0.14606155451225875	0.16208133971291866	0.15388919977616117	0.15333070555774536	0.19030939871570343	0.19953188999414861	0.19307733910221742	0.18689320388349515	0.19957761351636746	0.18370694368507381	0.18159509202453988	0.21031746031746032	0.20498442367601247	0.1996606334841629	0.18171866447728516	0.1860236220472441	0.21370967741935484	0.21507197290431837	0.21165381319622964	0.2052161976664379	0.22062780269058296	0.23558162267839688	0.1941747572815534	0.18545127974854064	
Black Swan (<em class="sci">Cygnus atratus</em>)	0.0033622863547212102	0.0061118946873530795	0.002508780732563974	0.0012755102040816326	0.0011947431302270011	0.001256281407035176	0.001665741254858412	0.0017942583732057417	0.0015	0.001135718341851221	0.003796095444685466	0.0015	0.0021130480718436345	4.957858205255329E-4	0.0	7.849293563579278E-4	4.2354934349851756E-4	0.0017873100983020554	0.00390625	0.0029574861367837337	0.004086398131932283	0.003105590062111801	0.0031289111389236545	0.007363092498849517	0.006781429316640584	0.005980861244019139	0.006155567991046447	0.005912495072920773	0.004670169293636894	0.003510825043885313	0.0037858301784748512	0.0036407766990291263	0.0031678986272439284	0.0010934937124111536	0.00245398773006135	0.001488095238095238	6.230529595015577E-4	0.0011312217194570137	0.0015	4.921259842519685E-4	0.0032258064516129032	0.004233700254022015	8.56898029134533E-4	0.0	0.0017937219730941704	0.0039100684261974585	9.70873786407767E-4	8.98069151324652E-4	
Trumpeter Swan (<em class="sci">Cygnus buccinator</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.980861244019139E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
