








Frequency of observations in the selected location(s).:
Number of taxa: 	386

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	88.0	61.0	69.0	106.0	65.0	72.0	71.0	62.0	39.0	71.0	77.0	148.0	101.0	85.0	100.0	145.0	93.0	75.0	82.0	104.0	60.0	60.0	65.0	96.0	98.0	85.0	97.0	104.0	76.0	76.0	79.0	147.0	98.0	132.0	98.0	115.0	85.0	65.0	80.0	106.0	52.0	59.0	64.0	66.0	51.0	59.0	50.0	113.0	

Northern Pintail (<em class="sci">Anas acuta</em>)	0.056818181818181816	0.09836065573770492	0.07246376811594203	0.02830188679245283	0.09230769230769231	0.027777777777777776	0.056338028169014086	0.1774193548387097	0.10256410256410256	0.08450704225352113	0.05194805194805195	0.0945945945945946	0.04950495049504951	0.047058823529411764	0.05	0.006896551724137931	0.021505376344086023	0.0	0.0	0.0	0.016666666666666666	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.013157894736842105	0.0	0.006802721088435374	0.01020408163265306	0.030303030303030304	0.061224489795918366	0.017391304347826087	0.08235294117647059	0.06153846153846154	0.075	0.12264150943396226	0.038461538461538464	0.05084745762711865	0.0625	0.07575757575757576	0.0784313725490196	0.03389830508474576	0.02	0.061946902654867256	
Garganey (<em class="sci">Anas querquedula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016129032258064516	0.05128205128205128	0.04225352112676056	0.025974025974025976	0.10135135135135136	0.0891089108910891	0.10588235294117647	0.13	0.06896551724137931	0.07526881720430108	0.04	0.0015	0.038461538461538464	0.03333333333333333	0.0015	0.0	0.010416666666666666	0.0	0.0	0.010309278350515464	0.028846153846153848	0.039473684210526314	0.07894736842105263	0.0379746835443038	0.04081632653061224	0.01020408163265306	0.007575757575757576	0.02040816326530612	0.008695652173913044	0.0015	0.015384615384615385	0.0125	0.009433962264150943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian/American Green-winged Teal (<em class="sci">Anas crecca</em>)	0.13636363636363635	0.09836065573770492	0.2028985507246377	0.11320754716981132	0.13846153846153847	0.1388888888888889	0.1267605633802817	0.22580645161290322	0.20512820512820512	0.15492957746478872	0.1038961038961039	0.17567567567567569	0.13861386138613863	0.15294117647058825	0.17	0.020689655172413793	0.07526881720430108	0.02666666666666667	0.024390243902439025	0.028846153846153848	0.03333333333333333	0.016666666666666666	0.0	0.041666666666666664	0.0	0.023529411764705882	0.061855670103092786	0.057692307692307696	0.10526315789473684	0.17105263157894737	0.10126582278481013	0.11564625850340136	0.061224489795918366	0.12121212121212122	0.16326530612244897	0.06956521739130435	0.17647058823529413	0.18461538461538463	0.125	0.18867924528301888	0.17307692307692307	0.13559322033898305	0.15625	0.19696969696969696	0.11764705882352941	0.0847457627118644	0.08	0.11504424778761062	
dabbling duck sp. (<em class="sci">Anas sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006756756756756757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196078431372549	0.0	0.0	0.0	
Red-crested Pochard (<em class="sci">Netta rufina</em>)	0.09090909090909091	0.04918032786885246	0.11594202898550725	0.10377358490566038	0.09230769230769231	0.1111111111111111	0.09859154929577464	0.14516129032258066	0.10256410256410256	0.22535211267605634	0.16883116883116883	0.12162162162162163	0.13861386138613863	0.16470588235294117	0.22	0.18620689655172415	0.24731182795698925	0.2	0.18292682926829268	0.3076923076923077	0.23333333333333334	0.16666666666666666	0.13846153846153847	0.20833333333333334	0.12244897959183673	0.11764705882352941	0.08247422680412371	0.07692307692307693	0.09210526315789473	0.11842105263157894	0.0759493670886076	0.061224489795918366	0.030612244897959183	0.07575757575757576	0.09183673469387756	0.09565217391304348	0.1411764705882353	0.07692307692307693	0.2	0.10377358490566038	0.07692307692307693	0.03389830508474576	0.078125	0.10606060606060606	0.19607843137254902	0.06779661016949153	0.08	0.061946902654867256	
Common Pochard (<em class="sci">Aythya ferina</em>)	0.32954545454545453	0.4098360655737705	0.43478260869565216	0.39622641509433965	0.4307692307692308	0.3888888888888889	0.4084507042253521	0.5	0.41025641025641024	0.2676056338028169	0.2077922077922078	0.17567567567567569	0.0891089108910891	0.16470588235294117	0.07	0.06206896551724138	0.07526881720430108	0.08	0.036585365853658534	0.09615384615384616	0.05	0.05	0.0	0.125	0.02040816326530612	0.03529411764705882	0.061855670103092786	0.057692307692307696	0.14473684210526316	0.07894736842105263	0.05063291139240506	0.1292517006802721	0.12244897959183673	0.1590909090909091	0.1326530612244898	0.11304347826086956	0.2	0.23076923076923078	0.2875	0.37735849056603776	0.23076923076923078	0.23728813559322035	0.359375	0.5303030303030303	0.5686274509803921	0.3220338983050847	0.52	0.3893805309734513	
Ring-necked Duck (<em class="sci">Aythya collaris</em>)	0.0	0.0	0.0	0.009433962264150943	0.0	0.013888888888888888	0.0	0.0	0.0	0.0	0.012987012987012988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ferruginous Duck (<em class="sci">Aythya nyroca</em>)	0.0	0.01639344262295082	0.0	0.03773584905660377	0.03076923076923077	0.027777777777777776	0.014084507042253521	0.03225806451612903	0.02564102564102564	0.014084507042253521	0.012987012987012988	0.0015	0.0	0.011764705882352941	0.01	0.0	0.0	0.0	0.012195121951219513	0.0	0.0	0.0	0.0	0.0	0.01020408163265306	0.0	0.010309278350515464	0.009615384615384616	0.0	0.013157894736842105	0.0	0.013605442176870748	0.0	0.007575757575757576	0.01020408163265306	0.0	0.011764705882352941	0.0	0.0125	0.0	0.0	0.0	0.03125	0.015151515151515152	0.0196078431372549	0.0015	0.0	0.017699115044247787	
Tufted Duck (<em class="sci">Aythya fuligula</em>)	0.3068181818181818	0.5245901639344263	0.4057971014492754	0.4716981132075472	0.5230769230769231	0.4027777777777778	0.5070422535211268	0.5161290322580645	0.48717948717948717	0.4788732394366197	0.4025974025974026	0.3108108108108108	0.1485148514851485	0.25882352941176473	0.18	0.12413793103448276	0.16129032258064516	0.13333333333333333	0.14634146341463414	0.14423076923076922	0.1	0.06666666666666667	0.06153846153846154	0.11458333333333333	0.09183673469387756	0.07058823529411765	0.08247422680412371	0.125	0.15789473684210525	0.17105263157894737	0.12658227848101267	0.1836734693877551	0.1836734693877551	0.22727272727272727	0.1836734693877551	0.17391304347826086	0.27058823529411763	0.35384615384615387	0.375	0.44339622641509435	0.38461538461538464	0.3898305084745763	0.46875	0.6212121212121212	0.6078431372549019	0.3050847457627119	0.44	0.39823008849557523	
Common Pochard x Tufted Duck (hybrid) (<em class="sci">Aythya ferina x fuligula</em>)	0.0	0.0	0.0	0.009433962264150943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
